02-16-2026 15:54:08 RAM 9798/62841MB (lfb 156x4MB) SWAP 315/31420MB (cached 5MB) CPU [3%@729,2%@729,21%@729,2%@729,3%@2112,3%@2112,31%@2112,2%@2112,2%@729,5%@729,2%@729,2%@729] GR3D_FREQ 0% cpu@41.875C soc2@37.093C soc0@38.062C tj@41.875C soc1@38.625C VDD_GPU_SOC 2804mW/2804mW VDD_CPU_CV 1201mW/1201mW VIN_SYS_5V0 4032mW/4032mW
02-16-2026 18:01:19 RAM 19200/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,1%@729,1%@729,0%@729,1%@1344,82%@1344,0%@1344,0%@1344,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 98% cpu@54.531C soc2@50.031C soc0@51C tj@54.531C soc1@51.156C VDD_GPU_SOC 22426mW/12942mW VDD_CPU_CV 2002mW/2142mW VIN_SYS_5V0 7988mW/6546mW
02-16-2026 18:01:22 RAM 19224/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,0%@729,1%@729,0%@729,0%@2201,80%@2201,0%@2201,0%@2201,0%@729,1%@729,0%@729,0%@729] GR3D_FREQ 31% cpu@55.187C soc2@49.843C soc0@50.75C tj@55.187C soc1@51.281C VDD_GPU_SOC 19639mW/12944mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7471mW/6547mW
02-16-2026 18:01:25 RAM 19230/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,67%@2201,14%@2201,1%@2201,1%@729,4%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 62% cpu@54.437C soc2@49.312C soc0@50.375C tj@54.437C soc1@51.093C VDD_GPU_SOC 6810mW/12942mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 5956mW/6546mW
02-16-2026 18:01:28 RAM 19230/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,54%@729,0%@729,0%@729,0%@1497,20%@1574,0%@1574,1%@1574,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 12% cpu@54.343C soc2@49.593C soc0@50.562C tj@54.343C soc1@51.031C VDD_GPU_SOC 18429mW/12944mW VDD_CPU_CV 1602mW/2142mW VIN_SYS_5V0 7482mW/6547mW
02-16-2026 18:01:31 RAM 19230/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@2201,83%@2201,0%@2201,1%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 42% cpu@54.968C soc2@49.781C soc0@50.625C tj@54.968C soc1@51.093C VDD_GPU_SOC 18036mW/12946mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7168mW/6547mW
02-16-2026 18:01:34 RAM 19232/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@2201,80%@2201,0%@2201,1%@2201,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 16% cpu@55.218C soc2@49.937C soc0@51C tj@55.218C soc1@51.375C VDD_GPU_SOC 19639mW/12949mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7471mW/6547mW
02-16-2026 18:01:37 RAM 19233/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@1881,40%@1881,0%@1881,0%@1881,0%@729,42%@729,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 70% cpu@54.875C soc2@49.781C soc0@50.75C tj@54.875C soc1@51.531C VDD_GPU_SOC 9615mW/12947mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 6461mW/6547mW
02-16-2026 18:01:40 RAM 19234/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2035,60%@2035,23%@2035,0%@2035,0%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729] GR3D_FREQ 54% cpu@54.187C soc2@49.218C soc0@50.343C tj@54.187C soc1@51.187C VDD_GPU_SOC 6009mW/12945mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 5754mW/6547mW
02-16-2026 18:01:43 RAM 19234/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,6%@729,1%@729,0%@729,1%@2201,69%@2201,1%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 16% cpu@55.062C soc2@49.75C soc0@50.718C tj@55.062C soc1@51.281C VDD_GPU_SOC 17635mW/12946mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7168mW/6547mW
02-16-2026 18:01:46 RAM 19229/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,12%@2112,70%@2112,0%@2112,0%@2112,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 26% cpu@55.187C soc2@50C soc0@50.875C tj@55.187C soc1@51.375C VDD_GPU_SOC 19246mW/12949mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7370mW/6547mW
02-16-2026 18:01:49 RAM 19222/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,16%@2201,1%@2201,0%@2201,0%@729,66%@729,0%@729,0%@729,0%@729,0%@729,2%@729,0%@729] GR3D_FREQ 40% cpu@55.375C soc2@50.281C soc0@50.937C tj@55.375C soc1@51.437C VDD_GPU_SOC 16032mW/12950mW VDD_CPU_CV 2404mW/2142mW VIN_SYS_5V0 7067mW/6548mW
02-16-2026 18:01:52 RAM 19222/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,64%@2201,19%@2188,0%@2188,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 58% cpu@54.75C soc2@49.468C soc0@50.687C tj@54.75C soc1@51.187C VDD_GPU_SOC 6410mW/12948mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 5855mW/6547mW
02-16-2026 18:01:55 RAM 19209/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,37%@729,0%@729,0%@729,1%@729,1%@729,1%@729,0%@729,3%@729,33%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@54.718C soc2@50.312C soc0@51.187C tj@54.718C soc1@51.281C VDD_GPU_SOC 20824mW/12951mW VDD_CPU_CV 2002mW/2142mW VIN_SYS_5V0 7887mW/6548mW
02-16-2026 18:01:58 RAM 19209/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,1%@729,1%@729,0%@729,0%@729,0%@729,1%@1267,81%@1267,0%@1267,0%@1267] GR3D_FREQ 10% cpu@54.812C soc2@50.187C soc0@51.062C tj@54.812C soc1@51.593C VDD_GPU_SOC 20841mW/12954mW VDD_CPU_CV 1603mW/2142mW VIN_SYS_5V0 7584mW/6548mW
02-16-2026 18:02:01 RAM 19201/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,79%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@55C soc2@50.781C soc0@51.656C tj@55C soc1@51.593C VDD_GPU_SOC 24829mW/12958mW VDD_CPU_CV 2002mW/2142mW VIN_SYS_5V0 8392mW/6549mW
02-16-2026 18:02:04 RAM 19207/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,48%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,1%@729,37%@729,0%@729,0%@729] GR3D_FREQ 30% cpu@55.031C soc2@49.906C soc0@50.906C tj@55.031C soc1@51.531C VDD_GPU_SOC 8413mW/12957mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 6360mW/6549mW
02-16-2026 18:02:07 RAM 19207/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [2%@2201,83%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@54.312C soc2@49.593C soc0@50.625C tj@54.312C soc1@51.25C VDD_GPU_SOC 7208mW/12954mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 5855mW/6549mW
02-16-2026 18:02:10 RAM 19213/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@2201,1%@2201,0%@2201,1%@729,0%@729,0%@729,0%@729,20%@883,60%@883,0%@883,0%@883] GR3D_FREQ 98% cpu@54.718C soc2@50.593C soc0@51.375C tj@54.718C soc1@51.343C VDD_GPU_SOC 20424mW/12957mW VDD_CPU_CV 2001mW/2142mW VIN_SYS_5V0 7685mW/6549mW
02-16-2026 18:02:13 RAM 19213/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@1728,83%@1728,0%@1728,0%@1728] GR3D_FREQ 21% cpu@55.031C soc2@50.468C soc0@51.468C tj@54.968C soc1@51.5C VDD_GPU_SOC 21643mW/12961mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7786mW/6550mW
02-16-2026 18:02:16 RAM 19207/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2188,28%@2188,1%@2188,1%@2188,0%@729,0%@729,0%@729,0%@729,0%@729,55%@729,0%@729,0%@729] GR3D_FREQ 51% cpu@55.312C soc2@50.281C soc0@51.093C tj@55.312C soc1@51.593C VDD_GPU_SOC 13221mW/12961mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 7067mW/6550mW
02-16-2026 18:02:19 RAM 19217/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,17%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,4%@2035,58%@2035,0%@2035,0%@2035] GR3D_FREQ 56% cpu@54.593C soc2@49.75C soc0@50.843C tj@54.593C soc1@51.5C VDD_GPU_SOC 7211mW/12959mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 6158mW/6550mW
02-16-2026 18:02:22 RAM 21515/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,1%@729,1%@729,0%@729,0%@729,0%@729,13%@2188,67%@2188,0%@2188,0%@2188] GR3D_FREQ 43% cpu@54.781C soc2@49.843C soc0@50.843C tj@54.781C soc1@51.531C VDD_GPU_SOC 16032mW/12960mW VDD_CPU_CV 1602mW/2142mW VIN_SYS_5V0 6966mW/6550mW
02-16-2026 18:02:25 RAM 21518/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@729,0%@729,0%@729,0%@729,0%@729,79%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@54.968C soc2@50.718C soc0@51.5C tj@54.968C soc1@51.562C VDD_GPU_SOC 22827mW/12964mW VDD_CPU_CV 2002mW/2142mW VIN_SYS_5V0 8190mW/6550mW
02-16-2026 18:02:28 RAM 21518/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,10%@1036,10%@1036,0%@1036,0%@1036,1%@729,58%@729,0%@729,0%@729] GR3D_FREQ 98% cpu@55.468C soc2@50.968C soc0@51.75C tj@55.437C soc1@51.75C VDD_GPU_SOC 24429mW/12968mW VDD_CPU_CV 2003mW/2142mW VIN_SYS_5V0 8494mW/6551mW
02-16-2026 18:02:31 RAM 21526/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,0%@2112,13%@2112,1%@2112,0%@2112,1%@729,63%@729,0%@729,0%@729] GR3D_FREQ 24% cpu@55.875C soc2@50.843C soc0@51.5C tj@55.875C soc1@51.875C VDD_GPU_SOC 22052mW/12972mW VDD_CPU_CV 1603mW/2141mW VIN_SYS_5V0 7786mW/6552mW
02-16-2026 18:02:34 RAM 21530/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,1%@2201,30%@2201,55%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 62% cpu@55.187C soc2@49.968C soc0@50.906C tj@55.187C soc1@51.625C VDD_GPU_SOC 6009mW/12969mW VDD_CPU_CV 2403mW/2141mW VIN_SYS_5V0 5855mW/6551mW
02-16-2026 18:02:37 RAM 21530/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,0%@729,1%@729,0%@729,0%@729,43%@729,0%@729,0%@729,5%@2112,28%@2112,0%@2112,0%@2112] GR3D_FREQ 98% cpu@55C soc2@50.562C soc0@51.531C tj@55C soc1@51.562C VDD_GPU_SOC 18021mW/12971mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 7482mW/6552mW
02-16-2026 18:02:40 RAM 21523/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@2201,0%@2201,1%@2201,1%@2201,0%@729,0%@729,0%@729,0%@729,8%@2201,74%@2201,0%@2201,0%@2201] GR3D_FREQ 29% cpu@55.281C soc2@50.437C soc0@51.406C tj@55.281C soc1@51.718C VDD_GPU_SOC 18043mW/12973mW VDD_CPU_CV 2004mW/2141mW VIN_SYS_5V0 7168mW/6552mW
02-16-2026 18:02:43 RAM 21523/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729,1%@2201,82%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@55.593C soc2@50.937C soc0@51.75C tj@55.593C soc1@51.937C VDD_GPU_SOC 20824mW/12976mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 7786mW/6553mW
02-16-2026 18:02:46 RAM 21511/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@2201,58%@2201,0%@2201,0%@2201,0%@729,23%@729,1%@729,0%@729] GR3D_FREQ 35% cpu@55.468C soc2@50.125C soc0@51.125C tj@55.468C soc1@51.937C VDD_GPU_SOC 8016mW/12974mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 6259mW/6552mW
02-16-2026 18:02:49 RAM 21513/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,0%@2201,1%@2201,0%@2201,1%@729,26%@729,50%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@54.5C soc2@50.312C soc0@51.343C tj@54.5C soc1@51.718C VDD_GPU_SOC 11609mW/12973mW VDD_CPU_CV 2000mW/2142mW VIN_SYS_5V0 6158mW/6552mW
02-16-2026 18:02:52 RAM 21513/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,23%@2201,1%@2201,0%@2201,1%@729,54%@729,0%@729,0%@729] GR3D_FREQ 98% cpu@55.843C soc2@50.625C soc0@51.5C tj@55.843C soc1@51.875C VDD_GPU_SOC 18021mW/12975mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 7370mW/6553mW
02-16-2026 18:02:55 RAM 21513/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,0%@2201,0%@2201,1%@2201,0%@1881,78%@1881,0%@1881,0%@1881,0%@729,1%@729,2%@729,0%@729] GR3D_FREQ 35% cpu@55.687C soc2@50.687C soc0@51.656C tj@55.687C soc1@51.906C VDD_GPU_SOC 21242mW/12979mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7786mW/6553mW
02-16-2026 18:02:58 RAM 21514/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,0%@729,0%@2201,51%@2201,8%@2201,0%@2201,1%@729,20%@729,0%@729,0%@729] GR3D_FREQ 82% cpu@56C soc2@51C soc0@51.968C tj@56C soc1@52.093C VDD_GPU_SOC 19639mW/12981mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7482mW/6553mW
02-16-2026 18:03:01 RAM 21515/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@2201,0%@2201,0%@2201,0%@2201,85%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 42% cpu@55.437C soc2@50.093C soc0@51.218C tj@55.437C soc1@51.75C VDD_GPU_SOC 5608mW/12978mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 5754mW/6553mW
02-16-2026 18:03:04 RAM 21517/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,1%@729,0%@729,0%@729,1%@2201,15%@2201,37%@2201,0%@2201,0%@729,23%@729,0%@729,1%@729] GR3D_FREQ 14% cpu@55.656C soc2@50.468C soc0@51.468C tj@55.656C soc1@52C VDD_GPU_SOC 17241mW/12980mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7168mW/6553mW
02-16-2026 18:03:07 RAM 21517/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,1%@729,0%@729,0%@729,0%@1881,84%@1881,0%@1881,0%@1881,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 98% cpu@55.75C soc2@51.031C soc0@52C tj@55.75C soc1@52.062C VDD_GPU_SOC 21225mW/12983mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 7786mW/6554mW
02-16-2026 18:03:10 RAM 21642/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,1%@2201,83%@2201,0%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 27% cpu@55.937C soc2@50.625C soc0@51.562C tj@55.937C soc1@52.062C VDD_GPU_SOC 14829mW/12984mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 6966mW/6554mW
02-16-2026 18:03:13 RAM 21642/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,1%@729,0%@2188,48%@2188,34%@2188,0%@2188,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 52% cpu@55.656C soc2@50.343C soc0@51.312C tj@55.656C soc1@52.031C VDD_GPU_SOC 8814mW/12982mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 6360mW/6554mW
02-16-2026 18:03:16 RAM 21639/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [3%@729,0%@729,0%@729,1%@729,0%@729,55%@729,25%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@54.75C soc2@50.562C soc0@51.5C tj@54.75C soc1@51.843C VDD_GPU_SOC 12009mW/12982mW VDD_CPU_CV 2000mW/2142mW VIN_SYS_5V0 6360mW/6554mW
02-16-2026 18:03:19 RAM 21646/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,78%@2201,0%@2201,1%@2201,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cpu@55.875C soc2@50.625C soc0@51.5C tj@55.875C soc1@52.031C VDD_GPU_SOC 16826mW/12983mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 7168mW/6554mW
02-16-2026 18:03:22 RAM 21646/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,38%@729,0%@729,0%@729,0%@1958,40%@1958,0%@1958,0%@1958] GR3D_FREQ 27% cpu@55.531C soc2@50.906C soc0@51.718C tj@55.531C soc1@52.031C VDD_GPU_SOC 21242mW/12987mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7887mW/6555mW
02-16-2026 18:03:25 RAM 21647/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,1%@729,0%@2201,0%@2201,0%@2201,0%@2201,10%@2201,1%@2201,1%@729,70%@729,0%@729,0%@729] GR3D_FREQ 32% cpu@56.062C soc2@51.062C soc0@51.968C tj@56.062C soc1@52.25C VDD_GPU_SOC 18436mW/12989mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7370mW/6555mW
02-16-2026 18:03:28 RAM 21647/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,1%@729,0%@2201,0%@2201,88%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 42% cpu@55.5C soc2@50.187C soc0@51.375C tj@55.75C soc1@52.156C VDD_GPU_SOC 5608mW/12986mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 5653mW/6555mW
02-16-2026 18:03:31 RAM 21647/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,34%@729,1%@729,0%@2201,46%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@55.375C soc2@50.625C soc0@51.593C tj@55.375C soc1@52.062C VDD_GPU_SOC 15218mW/12987mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 6966mW/6555mW
02-16-2026 18:03:34 RAM 21657/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,1%@729,1%@729,0%@729,0%@729,0%@729,0%@729,1%@729,0%@2201,84%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@55.593C soc2@50.812C soc0@51.656C tj@55.593C soc1@52.125C VDD_GPU_SOC 17628mW/12989mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 7269mW/6555mW
02-16-2026 18:03:37 RAM 21657/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,83%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@55.906C soc2@51.25C soc0@52.062C tj@55.906C soc1@52.218C VDD_GPU_SOC 21625mW/12992mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 7988mW/6556mW
02-16-2026 18:03:40 RAM 21658/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,1%@729,0%@729,0%@1651,0%@1651,86%@1651,0%@1651,0%@729,0%@729,1%@729,1%@729] GR3D_FREQ 38% cpu@55.187C soc2@50.218C soc0@51.343C tj@55.187C soc1@51.968C VDD_GPU_SOC 6009mW/12989mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 5855mW/6555mW
02-16-2026 18:03:43 RAM 21658/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,1%@729,40%@729,9%@729,0%@729,0%@2201,28%@2201,0%@2201,0%@2201] GR3D_FREQ 63% cpu@55.312C soc2@50.312C soc0@51.406C tj@55.312C soc1@51.812C VDD_GPU_SOC 13627mW/12989mW VDD_CPU_CV 2003mW/2142mW VIN_SYS_5V0 6663mW/6555mW
02-16-2026 18:03:46 RAM 21658/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [12%@1574,0%@1574,1%@1574,62%@1574,0%@729,0%@729,0%@729,0%@729,0%@729,9%@729,0%@729,0%@729] GR3D_FREQ 22% cpu@55.437C soc2@51.031C soc0@51.875C tj@55.437C soc1@52C VDD_GPU_SOC 20841mW/12992mW VDD_CPU_CV 2003mW/2142mW VIN_SYS_5V0 7685mW/6556mW
02-16-2026 18:03:49 RAM 21664/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,0%@2201,0%@2201,82%@2201,1%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 54% cpu@56.125C soc2@50.968C soc0@51.843C tj@56.125C soc1@52.156C VDD_GPU_SOC 18837mW/12995mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7370mW/6556mW
02-16-2026 18:03:52 RAM 21664/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [0%@729,0%@729,0%@729,27%@729,0%@2188,55%@2188,0%@2188,1%@2188,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 65% cpu@56.062C soc2@50.593C soc0@51.5C tj@56.062C soc1@52.031C VDD_GPU_SOC 8416mW/12993mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 6360mW/6556mW
02-16-2026 18:03:55 RAM 21668/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,1%@1574,81%@1574,0%@1574,0%@1574,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 90% cpu@55.281C soc2@50.281C soc0@51.343C tj@55.375C soc1@52.062C VDD_GPU_SOC 6810mW/12991mW VDD_CPU_CV 2402mW/2142mW VIN_SYS_5V0 5855mW/6556mW
02-16-2026 18:03:58 RAM 21668/62841MB (lfb 403x4MB) SWAP 313/31420MB (cached 5MB) CPU [1%@2201,1%@2201,0%@2201,75%@2201,0%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 23% cpu@55.593C soc2@50.687C soc0@51.625C tj@55.593C soc1@52.093C VDD_GPU_SOC 18036mW/12992mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 7269mW/6556mW
02-16-2026 18:04:01 RAM 21663/62841MB (lfb 403x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,0%@2201,1%@2201,79%@2201,1%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 98% cpu@55.906C soc2@51.375C soc0@52.156C tj@55.906C soc1@52.25C VDD_GPU_SOC 23227mW/12996mW VDD_CPU_CV 2002mW/2142mW VIN_SYS_5V0 8291mW/6557mW
02-16-2026 18:04:04 RAM 21667/62841MB (lfb 403x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@2201,76%@2201,0%@2201,0%@2201,0%@806,2%@806,0%@806,0%@806,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 64% cpu@56.031C soc2@51.562C soc0@52.343C tj@56.031C soc1@52.218C VDD_GPU_SOC 24849mW/13001mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 8291mW/6557mW
02-16-2026 18:04:07 RAM 21668/62841MB (lfb 403x4MB) SWAP 312/31420MB (cached 5MB) CPU [1%@729,0%@729,0%@729,0%@729,0%@2201,83%@2201,5%@2201,0%@2201,0%@729,0%@729,0%@729,0%@729] GR3D_FREQ 52% cpu@55.437C soc2@50.343C soc0@51.312C tj@55.437C soc1@52.062C VDD_GPU_SOC 5608mW/12998mW VDD_CPU_CV 2403mW/2142mW VIN_SYS_5V0 5754mW/6557mW
02-16-2026 18:04:10 RAM 21670/62841MB (lfb 403x4MB) SWAP 312/31420MB (cached 5MB) CPU [0%@2201,39%@2201,0%@2201,0%@2201,0%@729,1%@729,40%@729,0%@729,0%@729,0%@729,1%@729,0%@729] GR3D_FREQ 20% cpu@55.687C soc2@50.718C soc0@51.562C tj@55.687C soc1@52.031C VDD_GPU_SOC 16032mW/12999mW VDD_CPU_CV 2004mW/2142mW VIN_SYS_5V0 6966mW/6557mW
